run,epoch,train_rows,use_dup_weight,train_loss,train_acc,train_auc,train_sum_sample_weight,train_mean_sample_weight,elapsed_sec,val_all_n,val_all_loss,val_all_acc,val_all_auc,val_without_candidates_n,val_without_candidates_loss,val_without_candidates_acc,val_without_candidates_auc,val_candidates_only_n,val_candidates_only_loss,val_candidates_only_acc,val_candidates_only_auc
PR2_top50_fold_balanced_remove_dup_weight,1,1051,True,0.6240270008313505,0.6745956232159848,0.7085323607062738,1004.8125,0.9560537583254044,6.529463052749634,274,0.5974428588456481,0.7116788321167883,0.765434145802244,265,0.5448882480837264,0.7320754716981132,0.7983938631187821,9,2.144942389594184,0.1111111111111111,0.0
PR2_top50_fold_balanced_remove_dup_weight,2,1051,True,0.23972156043886517,0.9086584205518554,0.966258183649488,1004.8125,0.9560537583254044,6.268579959869385,274,0.6603410478926053,0.6861313868613139,0.7642182059359974,265,0.6116705399639202,0.7094339622641509,0.7909025530384753,9,2.0932409498426647,0.0,0.0
PR2_top50_fold_balanced_remove_dup_weight,3,1051,True,0.10149927311935772,0.9657469077069457,0.9939605048300701,1004.8125,0.9560537583254044,6.56635308265686,274,0.7486357240781297,0.7262773722627737,0.7925717128171116,265,0.6657307049013533,0.7509433962264151,0.8216468896080547,9,3.1892914242214627,0.0,0.0
PR2_top50_fold_balanced_remove_dup_weight,4,1051,True,0.0731506833033631,0.972407231208373,0.995665908709387,1004.8125,0.9560537583254044,4.6816565990448,274,0.8878195327128807,0.7445255474452555,0.8160061902393191,265,0.7579231181234684,0.769811320754717,0.8426824883135562,9,4.712689717610677,0.0,0.0
PR2_top50_fold_balanced_remove_dup_weight,5,1051,True,0.08925029013276127,0.9695528068506185,0.9938956460695592,1004.8125,0.9560537583254044,6.159212112426758,274,1.122689606717033,0.7445255474452555,0.77941745426408,265,0.9839939828188914,0.7660377358490567,0.8015102481121897,9,5.206700219048394,0.1111111111111111,0.125
PR2_top50_fold_balanced_remove_dup_weight,6,1051,True,0.09546033739110406,0.9657469077069457,0.9928311993529385,1004.8125,0.9560537583254044,6.0519654750823975,274,1.0587856036468144,0.7226277372262774,0.7772619245011884,265,0.9586315730832657,0.7471698113207547,0.795457269567302,9,4.008033752441406,0.0,0.0
PR2_top50_fold_balanced_remove_dup_weight,7,1051,True,0.07603699770460802,0.9686013320647003,0.9964594747203444,1004.8125,0.9560537583254044,5.930743217468262,274,0.9334406067420097,0.7007299270072993,0.7729508649754049,265,0.7979528535087154,0.7245283018867924,0.8067241999280834,9,4.922683291965061,0.0,0.0
PR2_top50_fold_balanced_remove_dup_weight,8,1051,True,0.08501708709508324,0.9676498572787822,0.9950173211042777,1004.8125,0.9560537583254044,6.026261329650879,274,0.9445269729697356,0.718978102189781,0.785662963577074,265,0.8325907320346473,0.7433962264150943,0.8127172479923288,9,4.240289900037977,0.0,0.0
PR2_top50_fold_balanced_remove_dup_weight,9,1051,True,0.1048329663349686,0.9533777354900095,0.9925755795321013,1004.8125,0.9560537583254044,5.955960035324097,274,0.9866784072215975,0.7299270072992701,0.7725639750179627,265,0.8765259040976471,0.7509433962264151,0.8012105957089776,9,4.229895273844401,0.1111111111111111,0.125
PR2_top50_fold_balanced_remove_dup_weight,10,1051,True,0.07614499601082524,0.972407231208373,0.995593419506463,1004.8125,0.9560537583254044,4.866525650024414,274,1.0585007316901953,0.7335766423357665,0.7795832642458409,265,0.8930884388257873,0.7547169811320755,0.8128970394342563,9,5.929378085666233,0.1111111111111111,0.125
